text,review,bookname
"Orelha de Livro:AdicioneDesde que assisti a Desejo e Reparação, anseio por ler Reparação, de Ian McEwan, obra que originou o filme. Embora ainda não tenha tido a oportunidade de fazer essa leitura, acabei me deparando com A Balada de Adam Henry, mais novo romance do autor, e não pensei duas vezes em solicitá-lo.Apesar de ter poucas páginas, o livro é extremamente denso em seu conteúdo. Com uma escrita direta e rápida, o autor consegue muito bem descrever cenários e situações, bem como revelar os mais íntimos anseios e pensamentos de suas personagens. No caso, em terceira pessoa, temos a visão de Fiona, juíza do Tribunal Superior que vive uma crise em seu casamento.A primeira característica a me chamar completamente a atenção na obra foi a facilidade com que Ian McEwan transita por diferentes intervalos de tempo sem perder o foco, atrelando passado e presente, e, acima de tudo, a vida profissional de Fiona com sua vida pessoal. Não há uma distinção entre a juíza e a mulher – embora o sucesso da primeira seja contraposto ao fracasso vivido em seu relacionamento -, temos Fiona e todas as facetas de sua vida conectadas umas às outras, tornando possível estabelecer relações de causas e consequências nas situações por ela vividas.Depois, é completamente notável a maestria do autor em debater assuntos polêmicos, fazendo um paralelo entre as convicções religiosas e o racionalismo. Com argumentações formidáveis de ambos os lados, traz a questão do jovem Adam Henry, acometido por leucemia e que se recusa a aceitar uma transfusão sanguínea por essa ser contrária as suas crenças e as de sua família. Assim, acompanhamos, durante parte da história, o debate no tribunal até o veredito de Fiona, capaz de gerar acontecimentos na história além do esperado.Terminei a leitura fascinada pela escrita do autor e por sua capacidade de debater questões morais, de demonstrar diferentes opiniões e valores, de expor sentimentos conflituosos e, sobretudo, de humanizar suas personagens. Se antes eu já ansiava por conhecer outras obras do autor, após A Balada de Adam Henry, fazê-lo se tornou praticamente um dever a ser cumprido.",104,balada_de_adam_henry_a
,105,bandeja_qual_pecado_te_seduz?_a_despertares_1
"Por nunca ter lido nada de Danielle Steel, fiquei curiosa pela leitura de Bangalô 2, Hotel Beverly Hills, uma vez que vi nela minha oportunidade de conhecer o trabalho da autora, um dos grandes nomes dentre os escritores de romances.Em terceira pessoa, a narrativa se desenvolve trazendo a visão da protagonista Tanya, escritora e dona de casa completamente feliz e satisfeita com sua própria vida. Desde o início fica nítida a característica da escrita empregadana obra: embora fluida e rapidamente envolvente, é também bastante simples, desprovida de grandes recursos estéticos e literários – um dos motivos que colaboram com a facilidade da leitura.Também, notei que a história é predominantemente contada ao leitor, o que resulta em muitos momentos serem simplesmente informados, ao invés de vivenciados juntamente das personagens. Isso, aliado à ausência de um maior aprofundamento na descrição de emoções e pensamentos, contribuiu tanto para a rapidez da leitura quanto, infelizmente, para a sensação de superficialidade tida por mim no decorrer das páginas.Além das características da escrita propriamente ditas nãoterem me causadoalgum tipo de encantamento – ainda que eu também não tenha achado a narrativa desagradável, simplesmente fui indiferente a ela -, algo que muito me incomodou foi o próprio desenrolar do enredo. Esperei por uma leve e bonita história de amor, mas o que encontrei foi algo completamente oposto aos valores que, para mim, contribuiriam com a imagem previamente imaginada. Entendo que minha expectativa tenha causado uma possível frustração, mas, quanto mais eu lia, menos sentido eu encontrava no enredo e na intenção da história, por mais que as situações enfrentadas por Tanya sejam mais do que corriqueiras.Acredito que meu maior questionamento tenha se centrado em Paul, marido da protagonista. Simplesmente não consigo enxergar coerência no personagem; suas atitudes, para mim, não condizem em nada com as suas descrições e ações iniciais, e com a história prévia do casal,suas ações me soram tãocontrárias entre si e ao seu históricoque eu oenxergueicomo duas pessoas diferentes.Considerando-se todos os pontos a que fui contráriadurantea leitura, não foi possível ter uma avaliação final positiva do livro. Mesmo compreendendo que, provavelmente, a intenção da autora era a de trabalhar questões como a superação de obstáculos e as atitudes tidas perante a eles, a mensagem para mim se perdeu simplesmente por eu não concordar com os desdobramentos, considerando-se a forma de como a história se inicia, e por, também, eu não ter sido convencida pelo final. Talvez, se o mesmo enredo fosse narrado a partir de um recorte diferente no tempo, sendo iniciado onde se localizaaproximadamente ametade do livro, e houvesse um maior aprofundamento tanto nas emoções da personagem quanto nos acontecimentos das últimas cenas, minha percepção fosse diferente. De qualquer maneira, meu interesse por ler outras obras da autora permanece, principalmente para poder afastar essa primeira impressão negativa que infelizmenteBangalô 2, Hotel Beverly Hillsme causou.",106,bangalo_2_hotel_beverly_hills
"Orelha de Livro: AdicioneDesde As Violetas de Março me considero fã assumida de Sarah Jio, ainda que esse tenha sido o primeiro livro que li da autora; me apaixonei tanto por ele que bastou apenas uma leitura para que eu assim me declarasse sobre ela. Neve Na Primavera reforçou minha opinião sobre Jio e sua escrita, mesmo que esse não tenha me arrebatado com a mesma intensidade que o primeiro. Agora, com O Bangalô, estou ainda mais convicta de meu apreço pelas obras da autora.A história começa com Anne, protagonista, sendo questionada pela neta acerca de seu passado durante a Segunda Guerra Mundial, quando foi enfermeira em Bora Bora. Dessa maneira, mergulhamos em sua narrativa, conhecendo sua vida anterior ao serviço prestado, os motivos de sua escolha e, finalmente, o período de quase um ano em que lá viveu. Somente nos últimos capítulos retornamos ao presente, para, assim, acompanhar o desfecho de mais esse belíssimo enredo.Confesso que, dentre as três obras de Sarah Jio, essa foi a que menos me conquistou. Na realidade, me senti um pouco distante da trama durante a narrativa de Anne, sempre em primeira pessoa, sobre sua vivência na ilha. Por mais romântica que seja a escrita da autora, encontrei certa resistência ao me envolver com todas as emoções por ela descritas: sinto que julguei a atitude das personagens, ao invés de compreendê-las, e tive uma leve sensação de superficialidade em alguns momentos da narrativa, talvez por ela não ter, de todo, me convencido nesses instantes. Ainda, muitos dos grandes mistérios da trama foram, para mim, um tanto quanto previsíveis, já que foram poucos os que não consegui imaginar antes e ter, de fato, me surpreendido com eles.Contudo, quando a narrativa retorna aos dias atuais e, assim, temos o impacto dos quase 70 anos transcorridos no enredo – e isso não é um spoiler, visto que o livro já se inicia nesse período -, fui tomada por todas as emoções que, provavelmente, não me assolaram durante a leitura. Senti angústia, tristeza, alegria, emoção, encantamento, enfim, um misto total de sentimentos que só poderiam resultar neles sendo transbordados através de lágrimas.Foi só quando me emocionei dessa maneira que consegui refletir melhor tanto sobre as personagens e sua atitudes, quanto meus próprios sentimentos frente a elas: na realidade, talvez meu distanciamento com a leitura tenha sido resultado de uma confusão enorme que senti sobre cada personagem, sobre cada desenrolar. Discordei de muitos acontecimentos, senti uma imensa revolta com eles – inclusive sobre decisões da própria protagonista. Entretanto, ao final, entendi que Sarah Jio conseguiu captar muito bem situações extremamente reais, visto que não é incomum que nos encontremos em situações que nos tirem de nossa zona de conforto, que nos façam agir de forma que até nós mesmos deixemos de nos reconhecer. Em O Bangalô, temos a busca pela felicidade, a dificuldade na tomada de decisões capazes de afetarem vidas inteiras, as mudanças pelas quais todos nós estamos sujeitos no decorrer de nossas existências. E todos esses ingredientes estão mergulhados em uma história de amor extremamente romântica, intensa e tão agridoce quanto histórias assim costumam ser.Em linhas gerais, odiei O Bangalô na mesma intensidade em que o amei, e finalizei a leitura sem saber, ao certo, como me sentir sobre ela. O que sei, com certeza, é que ela mexeu comigo em diversos aspectos, e tanto suas cenas em meio a um cenário paradisíaco, tão bem visualizado por mim através das descrições de Sarah Jio, quanto os próprios horrores narrados e os fortes sentimentos, primeiramente apenas descritos; depois, despertados ao virar de cada uma das páginas, ficarão gravados em minha mente – e não se apagarão de lá com tanta facilidade.",107,bangalo_o
"Bem-casados é o terceiro volume da série Quarteto de Noivas de Nora Roberts, publicada no Brasil pela editora Arqueiro. Cada livro retrata o romance de uma diferente personagem — Mac, Emma, Laurel e Parker, respectivamente. As quatro são amigas desde a infância e, agora adultas, sócias em uma empresa de casamentos. Apesar das histórias serem independentes, é indicado que sejam lidas em ordem, uma vez que a construção da relação das personagens é feita livro após livro.Apesar de seu lado prático e racional, Laurel sempre foi apaixonada por Del, irmão de uma de suas melhores amigas, Parker. Del, contudo, olha para as amigas de Parker como olha para a irmã, mantendo um constante comportamento protetor e de irmão mais velho. Em um momento de irritação, Laurel decide mostrar a ele que não é uma irmã mais nova a ser cuidada, mas sim uma mulher auto suficiente. O evento deixa Del balançado, alterando dinâmica na relação entre os dois.O que mais gosto de acompanhar nessa série é sua ambientação. A empresa Votos é estabelecida na propriedade de Parker e Del, onde também moram as quatro sócias. Dessa forma, as amigas estão sempre juntas e é muito gostoso acompanhar não apenas a interação entre elas, mas também o trabalho que desenvolvem. No caso de Bem-casados, passei a leitura inteira desejando comer bolos.Por ser uma narrativa em terceira pessoa, o leitor fica mais distanciado das personagens e eventos. No caso específico desse livro, tive mais dificuldade de me envolver com sua leitura, o que tirou para mim boa parte do encantamento que senti sobretudo com Álbum de Casamento, mas que também esteve presente em Mar de Rosas. Não sei se o momento em que li não foi propício à leitura ou se a narrativa em si não me cativou; o que sei é que, dessa vez, minha experiência com a série foi bastante morna.Laurel, assim como as demais personagens, enfrenta seus próprios fantasmas. Ela e Mac são as amigas com origens familiares difíceis, o que impactou suas inseguranças. O conflito interno da protagonista torna o desenvolvimento de sua relação com Del mais interessante, ao mesmo tempo que é divertido vê-los passar de amigos a algo mais, especialmente enquanto tentam refrear a atração que sentem. Dessa forma, Nora Roberts entrega todos os elementos para agradar os fãs de romances água com açúcar — entre os quais me faço presente —, ainda que, nesse caso, eu não tenha me envolvido tanto com a leitura.Em linhas gerais, Bem-casados segue o estilo dos demais livros da série, proporcionando uma história romântica e sensual ambientada em uma atmosfera doce de casamentos e amizades. É também um livro com o calor típico do verão, capaz de proporcionar uma leitura tranquila e delicada.",108,be
"Sophie Kinsella, para mim, é sinônimo de diversão e garantia de entretenimento. Inicio a leitura de seus livros já preparada para uma completa imersão que apenas seus livros são capazes de me proporcionar, e Becky Bloom ao Resgate não me decepcionou nesse aspecto.O oitavo livro da série Becky Bloom começa no exato ponto que seu antecessor foi finalizado, com Becky e seus familiares e amigos indo para Las Vegas em busca de seu pai, que partiu em uma missão misteriosa de busca por um amigo dos anos de faculdade, sem dar maiores explicações sobre suas intenções.Como de costume, são algumas cartas destinadas à protagonista que abrem o livro, e elas voltam a aparecer durante seu desenrolar. Já aqui o humor se instala, e é praticamente impossível não se render às risadas ao imaginar os absurdos escritos por Becky para originar a resposta lida por nós. Logo depois, os capítulos narrados em primeira pessoa se iniciam, com toda agilidade e envolvimento típicos de Sophie Kinsella.O diferencial em Becky Bloom ao Resgate é que temos aqui a Becky mais diferente dentre os demais livros da série. Além de mais amadurecida, a personagem está marcada pelos acontecimentos do livro anterior, Becky Bloom em Hollywood, de forma a não agir como seu usual. Assim, não só as outras personagens da história estranham suas atitudes, como também o próprio leitor. Tal estranhamento, contudo, ocorre em um nível positivo, já que demonstra certo crescimento de Becky com relação aos volumes anteriores. Ainda, me agradou bastante a presença das temáticas de relacionamentos entre as personagens, sejam eles amorosos, familiares ou de amizade.O mistério despertado em Becky Bloom em Hollywood se mantém por quase todo o enredo de Becky Bloom ao Resgate, sendo, assim, um de seus artifícios para prender a atenção do leitor e manter sua curiosidade. Gostei das revelações e dos segredos em si, e principalmente me agradou a resolução da trama. É característico da série que seus livros sejam finalizados com planos mirabolantes e insanamente criativos de Becky, e o fechamento aqui não deixa absolutamente nada a desejar nesse quesito.  A série Becky Bloom não é uma que exige a leitura de todos os seus livros no sentido de a história estar incompleta – mesmo que a leitura precise ser sequencial e cronológica. Porém, aos que se apaixonam por essa protagonista singular, cada novo volume passa a ser essencial, simplesmente porque é delicioso retornar ao universo shopaholic e reencontrar as personagens já tão familiares. Para mim, ler Becky Bloom é estar imersa em conforto e retornar a um ambiente já muito conhecido e agradável, do qual inevitavelmente acabo sentindo saudades.",109,becky_bloom_ao_resgate_becky_bloom_8
"Orelha de Livro: AdicioneBecky está de volta e com mais estilo do que nunca! No sétimo livro da série Becky Bloom, Sophie Kinsella traz sua divertida protagonista em mais uma sucessão de confusões, agora em Los Angeles. Determinada a conquistar um emprego como Produtora de Moda de celebridades, Becky acaba por se envolver em situações inesperadas, além de pairar sobre sua família a iminência da revelação de um grande segredo da juventude de seu pai.Como sempre, foi impossível não me divertir com a escrita da autora. Não apenas os acontecimentos que envolvem Becky são tão hilários como de costume como também a mente divertida, veloz e criativa da personagem é capaz de despertar boas risadas. Também, um dos recursos presentes na série que sempre consegue me divertir é o das correspondênciasem sua maioria recebidas por Becky, normalmente respostas a alguma cartapor ela enviada. Nessas cartas, ficam nítidos os absurdos imaginados e proferidos pela protagonista – exatamente as causas do efeito cômico da obra como um todo.Embora tenha adorado e devorado a leitura – dificilmente Sophie Kinsella não exerce esse efeito sobre mim -, acabei gostando menos desse livro do que de seu antecessor, por exemplo, por conta das próprias atitudes de Becky, mais especificamente na segunda metade da história. Um aspecto já conhecido da protagonista é o de se envolver em mentiras e confusões quando está cega por algum objetivo e, aqui, Becky passa por um processo de inversão de valores em determinado momento que acabou por me deixar angustiada com suas escolhas e preocupada com os possíveis desenrolares. Ainda, a aparição de Alicia, antiga rival de Becky, inicialmente deu a entender que teria um maior impacto na trama, porém acabou assumindo um menor patamar, não tendo tanto destaque e desenvolvimento.Apesar desses pontos mais baixos, ainda assim adorei a leitura e a maneira de como Sophie Kinsella finalizou os acontecimentos – aliás, meu amor por Luke, marido de Becky, cresceu ainda mais ao final da história -, além de eu ter ficado simplesmente maluca pelo próximo livro da série, Shopaholic to the Rescue, oitavo livro da série, que será lançado em Outubro – sem previsão de quando será publicado no Brasil. O mistério envolvendo a juventude do pai de Becky não é revelado em Becky Bloom em Hollywood, servindo como base para Shopaholic to the Rescue, e foi justamente esse segredo a questão que mais havia atiçado minha curiosidade durante a leitura. Sendo assim, somente me resta aguardar pelo próximo volume, no qual, acredito, também haverá uma maior abordagem e presença de Alicia – provavelmente apenas introduzida em Becky Bloom em Hollywood com a intenção de ser desenvolvida em Shopaholic to the Rescue.De modo geral,Becky Bloom em Hollywoodfoi mais uma leitura deliciosa, rápida e divertida – temperada com muito glamour -, proporcionada pelo talento de Sophie Kinsella. Aos que temem iniciar a série pela quantidade de volumes que a compõe e pelo tamanho de cada obra, advirto: Becky, mesmo com seus defeitos, é tão apaixonante que os livros por ela protagonizados são um prato cheio aos fãs de chick-lits.SHOPAHOLIC ON HONEYMOON",110,becky_bloom_em_hollywood_becky_bloom_7
,111,beij
"Se Eloisa James já havia me deliciado com Quando a Bela Domou A Fera, em Um beijo à meia-noite a autora repetiu o feito e, com isso, configurou seu lugar de destaque como uma das minhas autoras já favoritas do gênero. A releitura de Cinderela me proporcionou uma leitura prazerosa e encantadora, recheada de passagens apaixonantes e divertidíssimas.Há sete anos Kate vem trabalhando sem parar, presa à propriedade de sua família, para atender os caprichos de sua madrasta, Mariana. Desde a morte do pai, ela perdeu seu status de herdeira e se acostumou à nova situação. Agora, a pedidos de Mariana, ela precisará passar alguns dias no castelo do príncipe Gabriel para convencê-lo a aprovar o casamento entre seu sobrinho e a meia-irmã de Kate, Victoria. Gabriel está noivo de uma princesa e precisa de sua fortuna para cumprir suas obrigações como príncipe; contudo, o contato com Kate desperta neles sentimentos que não deveriam sentir — para o bem de ambos.Um beijo à meia-noite já se inicia com uma escrita leve e divertida, prenunciando o que o leitor encontrará nas páginas seguintes. E Eloisa James não decepciona ao entregar uma narrativa em terceira pessoa que, intercalando as perspectivas ora de Kate ora de Gabriel, é capaz de nos envolver rapidamente, principalmente por seu tom bem-humorado. Há ironia e sarcasmo nas construções da autora, que se estendem também aos diálogos travados entre as personagens.Se no outro livro da série Contos de Fadas foi a interação entre os protagonistas, além da própria construção de suas personalidades, um dos aspectos que mais gostei na leitura, isso voltou a acontecer em Um beijo à meia-noite. Eloisa James nos presenteia com personagens apaixonantes, e não apenas no que diz respeito ao casal central da trama, que conquista por seus gênios distintos. Adorei o fato de Kate ter, realmente, uma madrinha e considerei a personagem uma das mais sensacionais do livro, tanto por sua personalidade esplendorosa quanto por todos os conselhos que ela dá à Kate. Ainda, preciso dizer o quanto amei o fato de Victoria não ser a típica meia-irmã vilã, mas sim uma personagem por quem Kate tem um verdadeiro afeto. Assim, essa versão de Cinderela é um tanto quanto empoderada por trazer uma personagem de personalidade marcante cercada por uma rede de apoio feminina, além de dar destaque a diversas temáticas relativas à condição feminina na sociedade em questão (ainda que a autora não tenha determinado com exatidão a época que a história se passa por um conto de fada normalmente ser atemporal).Além de todos esses pontos, o romance, é claro, não deixa absolutamente nada a desejar. Há uma força entre o casal que nos envolve, e Eloisa James constrói as cenas com um misto de romantismos e sensualidade em doses exatas para cada um. Adorei como se desenvolve a história entre Kate e Gabriel, com os personagens cada vez mais conhecendo mais sobre o outro e se identificando em tantos aspectos. Ainda, Um beijo à meia-noite também constrói muito bem as tramas das personagens ao redor, fazendo com que a leitura seja agradável tanto pelo enredo central quanto pelos subenredos.Eloisa James, até o momento, configura lado a lado com Julia Quinn, para mim, como uma das melhores autoras de romance de época a que já tive o prazer de ler. Um beijo à meia-noite foi uma leitura prazerosa e agradável, que tanto me provocou risos quanto suspiros. Ainda, a obra merece destaque por ser uma versão tão empoderada de Cinderela, inclusive pela protagonista não ser absolutamente nada submissa como tantas Cinderelas costumam ser retratadas. Série Contos de Fadas – Capas Originais",112,beijo_a_mei
,113,beijo_da_meia_noite_o__midnight_breed_1
"FICHA TÉCNICAAno de Publicação (nova edição): 2022RESENHA: O Beijo do RioO Beijo do Rio foi meu segundo contato com a escrita de Stefano Volp e se mostrou exatamente o thriller que eu procurava. Publicado pela editora HarperCollins e primeiramente enviado pelo clube de assinatura TAG Inéditos, me proporcionou uma leitura voraz, que devorei em um só dia.Daniel é um jornalista que se afastou da família e dos traumas na cidade natal para reconstruir a vida em São Paulo. Contudo, ao saber da morte de um amigo de infância, ele se sente impelido a retornar à pequena cidade para investigar, já que não acredita que Romeu tenha se suicidado. Quanto mais se inteira do caso, mais Daniel é assolado por alucinações com um garoto, colocando em risco sua estabilidade mental.Por meio de capítulos curtos e uma escrita ágil, que contextualiza bem o leitor sem se perder em descrições que interrompem a história, O Beijo do Rio foi um livro que não consegui parar de ler. A narrativa em terceira pessoa traz principalmente a perspectiva de Daniel, fazendo uso do discurso indireto livre para aproximar o leitor da mente do protagonista, mas apresenta também o ponto de vista de outros personagens, quando é necessária uma visão mais ampla dos fatos. Embora o enredo apresente a investigação de um caso policial, o fator psicológico é também de suma importância, não apenas abordando com sensibilidade questões de saúde mental, mas impactando diretamente a narrativa, que apresenta sobretudo impressões.Se elas, nada nítidas, são essenciais na compreensão do todo, as personagens são muito bem delineadas e construídas; em geral, fora de uma dicotomia entre bem e mal. As personalidades são complexas e definidas também a partir das críticas que O Beijo do Rio faz ao ultraconservadorismo, às questões de raça e de sexualidade.O final foi de tirar o fôlego. Ainda que eu tenha adivinhado partes dele, a narrativa se torna cada vez mais frenética nos últimos capítulos. Ao finalizar, senti a compreensível angústia pelo conteúdo que O Beijo do Rio denuncia, mas estava também em êxtase pela leitura ter sido tão proveitosa e nada cansativa. Embora tenha devorado o livro em poucas horas, mal senti o peso das páginas, tamanha habilidade de Stefano Volp com as palavras.Não vejo a hora de ler outras obras do autor, já que minha experiência com O Beijo do Rio e Nunca Vi A Chuva foram extremamente positivas — o que também é digno de nota, já que as obras são bastante diferentes entre si. Stefano Volp é um autor versátil, cuja escrita é capaz de envolver e causar identificação, ingredientes poderosos em leituras marcantes. Fica apenas o aviso de gatilho para menção à suicídio e à abuso infantil.",114,beijo_do_rio_o
"Prometendo uma mescla de espionagem e Jane Austen, O Beijo Traiçoeiro, de Erin Beaty, é o primeiro volume de mais uma trilogia YA que chega ao Brasil. O próximo volume tem lançamento previsto para maio de 2018 lá fora, ainda sem informações divulgadas pela editora Seguinte, responsável pela publicação nacional da obra, sobre quando a continuação chegará por aqui.O livro traz a história de Sage Fowler, que se torna aprendiz de casamenteira e parte com uma comitiva de jovens damas da nobreza, que pretendem participar de um evento na capital do reino com o propósito de realizar uniões matrimoniais entre grandes famílias, para descobrir mais informações sobre elas e, assim, auxiliar a casamenteira na escolha de pares ideias. Contudo, Sage acaba sendo recrutada pela escolta militar para trabalhar como espiã, já que, aparentemente, há uma conspiração se formando em torno do reino. É quando ela se envolve em muito mais do que havia imaginado, inclusive em um romance – o que ela jamais desejou.Sendo muito sincera, tive extrema dificuldade em seguir com a leitura de O Beijo Traiçoeiro. O início da leitura, além de lento, acaba sendo um tanto quanto confuso pela falta de contextualização da trama. A atmosfera a la Jane Austen prometida se deve à divisão da sociedade entre plebeus e nobreza, trajes vitorianos e a necessidade da realização de casamentos como acordos familiares. Contudo, em momento algum há a menção de quando a história se passa, se ela, de fato, acontece em meio ao século XIX, como os romances de Austen. Ainda, o livro é narrado em terceira pessoa, ora pela perspectiva de Sage, ora pela dos militares, e quando essa segunda tem início, somos bombardeados com inúmeros nomes de locais e povos diversos, sem que haja uma explicação clara sobre o que é o que. Assim, nesse ponto, eu já estava confusa e distante o suficiente da leitura para acompanhar essa contextualização e compreender o universo criado por Beaty.Não bastasse a história seguir lentamente, a própria construção da personagem de Sage foi realizada de maneira um tanto quanto problemática, no sentido de que, para fazê-la alguém diferente e superior das demais, as outras precisaram ser rebaixadas. As ladies que Sage acompanha são retratadas como frívolas e superficiais para que Sage seja considerada sagaz e de personalidade forte. Em minha visão, a protagonista poderia muito bem se opor à ideia de seguir as regras da sociedade sem que aquelas que as seguem fossem consideradas inferiores. Assim, por conta do início perturbado (correspondente basicamente às 100 primeiras páginas), toda minha leitura posterior foi também afetada. Não consegui me envolver com a história ou personagens, e fiz uma leitura um tanto quanto superficial, dificilmente conseguindo me prender ao que lia e aos detalhes. Entretanto, seria mentira dizer que não senti uma considerável melhora do livro da metade para o final, sobretudo por conta do romance e da estratégia que Erin Beaty utilizou para construir o conflito romântico. Fui realmente surpreendida e achei um tanto quanto inteligente sua escolha, trazendo um diferencial para a obra. Ainda, o final é recheado de adrenalina e a autora já mostra, no primeiro volume, não ter piedade do rumo dado a alguns pontos do enredo, fazendo com que ele siga como deve seguir. O Beijo Traiçoeiro termina com os principais pontos nele desenvolvidos finalizados, mas ainda assim mantendo abertura para os próximos volumes (e, portanto, tornando necessária a leitura dos livros em ordem). Apesar de sua premissa ter chamado minha atenção e de eu ter encontrado pontos positivos enquanto o lia, o livro, no geral, não conseguiu me prender e me manteve confusa praticamente sobre ele todo quanto ao trabalho militar realizado, principalmente pelo excesso de nomes e contextos criados pela autora, não explicados de maneira clara. Talvez, se eu tivesse me situado melhor, teria me envolvido mais com a obra e, assim, meu resultado final com ela teria sido diferente.",115,beijo_traicoeiro_o_traitor_1
,116,bela_maldade
"Orelha de Livro: AdicioneDesde o instante em que foi anunciado o lançamento deBeleza Perdidame senti atraída pela leitura: a capa é atrativa, o romance promete intensidade e emoção e, principalmente, há uma sutil referênciada obra como uma releitura deA Bela e a Fera.A história é narrada em terceira pessoa e tem seus pontos de vista alternados entre as personagens principais. Não costumo ter problemas com a narração em terceira pessoa, mas sinto que, dessa vez, ela acabou influenciando de forma negativaminha leitura. Embora proporcione uma visão mais geral dos fatos, sinto que ela, também, acabou me afastando das emoções das personagens, de forma que eu não tenha conseguido me envolver realmente com elas por todo o livro. Foi como se houvesse uma distância entre eu e a história, e eu a conhecesse sem, de fato, imergir nela. A própria escrita da autora não me causou nenhum encantamento específico; de forma simples, produz uma narrativa fluida e de fácil compreensão,o que contribuiu para meu envolvimento com a leitura, mas não a ponto de alguma característica ter se destacado.Outro ponto que, para mim, prejudicou minha afeição pelo livro foi a própria abordagem das temáticas envolvidas. Por ser considerada uma releitura moderna deA Bela e a Fera, é esperado que o tema central deBeleza Perdida sejam o amor e o conceito de beleza,algo muito trabalhado por Amy Harmon e, paradoxalmente, o motivo de minha decepção, justamente por essa abordagem.Considerando-se os rumos tomados pelo enredo, achei que o aprofundamento dado à questão das aparências tenha soado superficial, mesmo trazendo lições valorosas no decorrer das páginas. Ambrose Young retorna de uma guerra tendo perdido seus amigos nela e a principal temática explorada é a transformação de sua aparência, bem como a de Fern, ao invés dos complexos sentimentos decorrentes de um trauma tão profundo por ele sofrido. A autora traz sim os sentimentos de Ambrose sobre sua perda e sobre sua experiência como soldado, mas eles ficam em segundo plano, se comparados à temática da beleza. Em minha visão, a história teria um maior e melhor aprofundamento se o foco dos conceitos e sentimentos trabalhados fosse outro.Por conta desses fatores, ao invés de considerarBeleza Perdidauma leitura arrebatadora e intensa, como supus inicialmente, a considerei apenas como agradável. Seria injustoda minha parte não dizer que a história é sim bela, com passagens tocantes e significativas mensagens, afinal, pude enxergar cada um desses elementos durante minha leitura. Contudo, infelizmente não foi uma obra capaz de me marcar, visto que sua intensidade foi insuficiente para realmente atingir minhas emoções. Assim, configura-se comouma boa opção de entretenimento para quem aprecia o estilo, mas, em minha experiência, nada muito além disso.",117,beleza_perdida
